Name,D (Mpc),D_err (Mpc),q (b/a),Incl (deg),Mbar,M_gas,M*(g-r),g-r,Rh,Mh,Mh_err,M_Re,Me_gmr,Me_gmrerr,M_R235,M235_gmr,M235_gmrerr,M1kpc_gmr,M1kpc_gmrerr,Rho_h,Rho_e
NGC4100,18.0,4.5,0.6837,48.142905134963996,35462615262.268524,4342800000.0,31119815262.26852,0.7479999999999993,3.802640408617165,15559907631.134258,13555975253.928646,5.86835170545163,22265321302.18315,19350111229.49427,10.940849341649875,30308217018.91591,26471460449.04982,6331349783.130148,5544139719.270918,889.1327196072236,532.5965321596753
GASS11270,169.2,8.459999999999999,0.3191,75.29909556543171,21208406483.759796,701662127.0781801,20506744356.681618,0.8239999999999981,2.000784231967013,10253372178.340809,1952455604.9839153,2.3638955739131626,11646926859.260128,2242310240.900962,5.702059243357711,18205228808.034534,4703564745.283674,5149596733.358682,1020339121.8867818,364.2968543751695,284.2367544749362
DDO133,3.5,1.05,0.5083,61.514546400977,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC4499,13.0,3.25,0.2308,83.2484146205913,2096743375.0671606,1680000000.0,416743375.0671605,0.35800000000000054,1.958407337346679,208371687.53358024,182318254.2782219,2.4695919357428386,256317714.65114695,224373670.76963723,2.6861604484,276941076.2625937,244684831.6993104,100386081.98285604,88152901.92859025,13.520184482409055,9.031637245924674
NGC3992,23.7,2.37,0.3581,72.35189500454132,135562538288.21747,0.0,135562538288.21747,0.7669999999999995,6.537286334999494,67781269144.108734,24627673568.175358,10.410042428899056,93658231520.46133,33075346554.213287,18.741914101385458,133037306624.65974,48061436934.12368,22183248634.09136,7845871081.472369,350.4930456317766,231.8634696491528
NGC1705,5.73,0.5730000000000001,0.3218,75.09007639809957,118148780.66712804,0.0,118148780.66712804,0.28000000000000114,0.6766279412781658,59074390.33356402,24112032.822396,0.4000889467275862,35016648.44818773,16152908.284901531,1.2911515057715988,106151969.49287315,39689664.11353684,87389126.98850279,34029020.81095697,11.877325507805038,25.790644971755054
LSBF571-8,48.0,12.0,0.7918,38.563029693432135,7130537675.772068,1137962722.629739,5992574953.142329,0.8389999999999986,0.5713928188596299,2996287476.5711646,2698847869.3038383,1.3084936102573022,4473419537.693535,3944507939.177775,3.9628522858442223,5798690082.046873,5177667203.267975,3988587362.3513193,3530130813.6238933,2290.9833589372847,871.3963494350988
GASS40317,174.7,8.735,0.2201,84.61854004248092,217006936280.79395,2606921991.3280115,214400014289.46594,0.891,2.8389609756464393,107200007144.73297,19586383551.56234,4.694425742660742,128610127973.30919,23502335156.667397,14.304078735417054,176356324848.97577,35598390469.40858,65550770787.06851,12658102691.355156,1378.2995684223272,520.8953166572338
LSBD575-2,12.078859108854116,1.2078859108854116,0.4176,68.02812089257755,27432591.164628845,0.0,27432591.164628845,0.4349999999999987,0.7484051665588145,13716295.582314424,5217614.414078216,1.0802709691692352,22029393.355730556,8306722.223929558,0.6035583999999999,9198273.789832821,3667196.2186151566,19992986.634838257,7617450.010768175,7.120125583617331,4.723153253503876
GASS3817,192.7,9.635,0.6134,53.71256366470467,37007870069.51165,20236156790.44299,16771713279.068663,0.5660000000000007,4.410318106164412,8385856639.534331,1769794850.3050551,5.452548192152567,10098774334.11218,2209844928.263238,12.810231424863954,15147544729.123117,5112704584.125362,1502229574.7812533,352164143.92646587,136.1462477572163,94.79101407445067
UGC09992,10.7,1.07,0.2573,80.4904341894462,150975875.02556333,0.0,150975875.02556333,0.4599999999999991,1.7389252432420041,75487937.51278166,29966355.74201272,1.4349619002904004,62345336.202465504,24148363.075732082,1.2694412870577778,54225120.70648818,21140104.742710717,38332263.426286355,15898816.984436762,4.515650548948299,6.192726400017208
UGC5789,14.058999946371186,1.4058999946371187,0.6165,53.474373641073846,3182158873.271431,0.0,3182158873.271431,0.4969999999999999,5.1168403723371405,1591079436.6357155,557762456.7266805,7.462237789872891,2349774710.206342,877018871.7198558,9.240806506084212,2803509568.836713,1053900500.448117,127831593.62157863,48006315.33163857,26.19754653263848,19.474306360244327
ESO2060140,60.0,15.0,0.1102,0,10379668913.128222,0.0,10379668913.128222,0.5889999999999986,5.545941909778975,5189834456.564111,4591086322.060464,6.740266121505414,6008800471.800214,5265047766.056539,8.330882171333332,6961132113.40829,6135853589.88922,825189629.6530033,764600815.4241508,33.60188423290816,24.73045304496322
UGC1281,5.5,1.1,0.8409,33.52840132940605,363972729.8102466,255576199.99999997,108396529.81024662,0.41000000000000014,1.847036377254354,54198264.90512331,38179729.05250504,1.8686924287400577,55057379.0787351,38759204.34306031,2.6512780811,83822018.70063816,60824407.53486564,25242246.840908527,17919442.384269554,19.15050263682857,18.757156115897217
UGC06818,6.98,1.745,0.5866,55.74870753312665,1590774423.4004123,1510600000.0,80174423.40041223,0.42499999999999893,0.6945937395202522,40087211.70020611,35394317.042169705,0.8117712599387473,47027515.278949454,41228549.4997122,1.3325004419811766,66852559.19694322,60073985.84647877,55781504.95827179,48693216.5233482,31.953894710665676,23.5697246209445
GASS10949,112.2,5.61,0.688,47.788978334533546,36374068976.05683,670082129.2516932,35703986846.80514,0.8390000000000004,0.9984582827251391,17851993423.40257,3565199937.269199,1.9836977377930312,22745969982.21218,5236860044.267784,9.410863665935512,34146290206.595814,6546933124.106154,17863590583.259953,3565199937.269199,3478.15790219239,1214.389087442013
GASS4057,170.0,8.5,0.5122,61.23212448031524,56664980361.57617,11120595286.13995,45544385075.43622,0.8529999999999998,1.0394446147223655,22772192537.71811,4266961986.1735296,2.655478388207532,36090842198.46564,7448960070.269154,8.360886771111115,44811334490.90814,11117281525.228079,22133536500.042946,4266961986.1735296,4041.7081199484824,1124.1444886172626
UGC00191,17.1,1.7100000000000002,0.4556,65.3044820643513,840199117.000247,0.0,840199117.000247,0.5099999999999998,1.9452199701793809,420099558.5001235,318545058.3568401,2.3707868073432317,488000068.2546289,189691136.1648006,3.1965520943011754,615158054.9534713,420466456.2740035,216862883.6397124,79813808.39795491,25.38681858088121,19.214666537154812
DDO47,5.2,1.04,0.6287,52.5310945431925,18582181.053781014,0.0,18582181.053781014,0.40999999999999837,1.0783465133806511,9291090.526890507,7165441.877500544,1.247124997777137,12306754.944120552,10016256.584843362,0.5630726758799992,2607586.553359108,1892665.400364178,8021409.894922241,6818373.378003537,4.136753706798379,3.535594971792348
GASS10942,107.5,5.375,0.0905,0,22476197937.616024,787277855.2664887,21688920082.349537,0.8489999999999984,0.9479132656547209,10844460041.174768,1932527197.0099292,1.601314708731855,13040600228.176315,2318044832.2519526,4.5384536501117685,18773596656.373173,4126905811.3739257,11011001081.130959,2031084655.0924165,1571.2460831399958,477.9804084524484
GASS7286,115.2,5.760000000000001,0.113,0,98383411813.31155,1086745963.2801697,97296665850.03139,0.7170000000000005,2.969747622342749,48648332925.01569,9016539289.405848,3.6427627279498425,55893510540.71635,9849509990.605238,11.1899511427531,88817819708.70404,18856606489.44454,24200491137.6112,4308306944.090214,1017.9200308402072,696.3571479604591
GASS51351,125.5,6.275,0.3691,71.5417068735904,138015708626.97458,6856903471.158239,131158805155.81633,0.7899999999999991,3.3674481728281735,65579402577.908165,14335867550.991129,5.266381305916195,80713979847.21796,15159681149.011635,14.791214566699994,117509886053.3799,24765558443.76629,28848174282.467377,6325422257.425226,1114.126516372508,409.1421802444185
NGC2403,3.2,0.16000000000000003,0.3216,75.10552789821901,5879409107.327105,4478600000.0,1400809107.3271048,0.6510000000000016,0.6256268304722976,700404553.6635524,148629156.36814275,-,-,-,-,-,-,1236634600.2075422,236613706.55587867,-,-
UGC11283,31.286225232769684,3.1286225232769684,0.5101,61.384243516153006,2273287348.764764,0.0,2273287348.764764,0.4120000000000008,3.487095964093083,1136643674.382382,562356039.7217906,4.617524755624732,1471719395.8896167,580353292.5787399,7.394252019512194,2152226572.912944,868908449.8390074,448864627.5668361,222937306.9662281,37.58957248501749,23.86726348823111
LSBD631-7,5.4453873031719375,0.5445387303171938,0.4269,67.36066001041715,15386525.06931059,0.0,15386525.06931059,0.3269999999999982,0.5589552926572569,7693262.534655296,3832872.235016371,0.7277772067641898,11062655.563519962,6990901.629729408,0.6803394782608699,10159542.183507504,5630823.545117444,15076848.317009259,8016726.838586191,7.480777992314588,5.164139962481872
GASS40247,167.9,8.395000000000001,0.1949,0,403839904041.5422,3281920341.4478846,400557983700.0943,0.9159999999999986,5.338933939050853,200278991850.04715,36058586570.452,6.311641424453715,218535501673.3566,40272842376.64531,19.01076186439466,348884814227.7368,76895981759.7796,41841500976.43639,8293406140.181293,783.5017311440361,606.0954004384622
UGC05005,53.7,5.370000000000001,0.146,0,1044979020.4250072,0.0,1044979020.4250072,0.3710000000000022,4.720420827402554,522489510.21250355,218214776.62641823,5.803914440358684,648021502.9984201,303607760.67336094,3.9410242900938472,417438308.65008605,189590968.16012993,29727680.067275554,12232157.12156139,6.6959510802955675,4.508233105854767
GASS41323,188.4,9.42,0.1386,0,207252175213.70093,2023615679.0442991,205228559534.65662,0.8439999999999976,5.821897580905667,102614279767.32831,30665107931.778217,6.026487442862341,104723970124.85176,32981880736.036957,15.844454801175,166453744800.27112,31941711998.2439,14170113212.241348,3433645312.3742275,314.8514534272482,296.8160176346606
GASS11437,113.1,5.655,0.702,46.62401136994013,55009414050.95473,3682375188.653534,51327038862.30119,0.8489999999999984,1.9988889097636935,25663519431.150597,6825736401.387221,4.38386798099918,34284285213.235023,7706300551.703809,11.887431666790754,49257719370.56073,10137735338.354671,17129866705.909931,3661233233.2875395,1213.4977027725633,719.063034435884
GASS39595,186.3,9.315000000000001,0.4206,67.81269195561256,108892276585.46106,15350694746.00456,93541581839.4565,0.7509999999999994,3.7094821266867193,46770790919.72825,8810595694.71946,5.150161251623378,55668954883.32895,10351383933.639153,14.990250106259992,81832380384.14986,17107521545.639637,16530906479.3101,3746473655.302119,622.6991434482018,323.7204185868036
GASS11386,197.9,9.895000000000001,0.2381,82.42290466960723,65806338130.05613,2667645005.148542,63138693124.907585,0.8759999999999977,2.573435949948208,31569346562.453793,6302271553.152217,2.997287367684647,35472019858.86486,6657574615.738861,9.536645767468208,60127357112.02398,13797364448.112555,10117816949.724371,1934199565.7936165,700.0034118240476,558.6214296805646
GASS10831,116.9,5.845000000000001,0.4825,63.374846685372226,53343005644.1962,11120595286.13995,42222410358.05625,0.8659999999999979,2.625866421536819,21111205179.028126,3944936216.5054793,2.7895908677909658,22107486776.718307,4107499042.801627,7.684565669116858,37834247246.624115,7994246412.506619,8364299196.345062,1649984707.9620702,600.9339450105216,552.553044857627
GASS15181,200.4,10.020000000000001,0.7985,37.9089446273442,167148082694.81827,30628662735.293724,136519419959.52454,0.9310000000000009,6.4086274714915845,68259709979.76227,18483233770.86371,12.405456718872703,101018830379.63629,41033585285.638084,25.328728795013078,138141133500.196,36618470755.91517,13956412375.122778,2951119612.7238364,1031.164306110632,322.9936430953977
DDO216,1.1,0.05500000000000001,0.6068,54.21775325537165,7995826.6554985,0.0,7995826.6554985,0.5820000000000007,-,-,-,0.5206226386500145,3805765.966075809,1409836.6206469147,0.12436448727999999,426606.4037490837,133139.20411574625,-,-,5.311590441858253,5.775918064746026
NGC3738,4.9,0.007840000000000001,0.001,0,336993217.44829243,0.0,336993217.44829243,0.4009999999999998,1.117021631602591,168496608.72414625,23705246.064454973,0.9315989535197163,124687839.14901015,25141794.885114815,1.7330258206799998,276375917.7057147,22031355.91855004,138167751.60304782,26076260.930185087,21.89706250935071,31.985059653799443
UGC12343,26.929915390232132,2.6929915390232133,0.3982,69.42516598830896,50682377324.45304,0.0,50682377324.45304,0.7029999999999994,3.455896668975813,25341188662.22652,9306362594.0213,8.232865609594375,44533840346.32299,16502997763.50595,15.100135526545483,52678181540.81016,23938381524.458282,9781424176.628597,3638798635.5422454,853.3564906722844,316.1681484089101
UGC1256,7.2275140569372995,0.72275140569373,0.6239,52.903366327275805,1370641540.59955,0.0,1370641540.59955,0.4740000000000002,2.4673591780051933,685320770.2997751,240909637.02320313,2.9605629085111036,847383006.3907905,301672748.01884484,4.982425973059104,1210676922.985508,452376733.21734816,132052650.24544907,47094112.44427597,59.842140751596766,44.028518031633126
NGC4389,18.0,4.5,0.8037,37.394873756321175,12768859555.951014,754600000.0,12014259555.951014,0.6879999999999988,5.025695348018962,6007129777.975507,5271718155.053864,4.966697670163797,5909873930.747751,5205460756.773796,10.173024015177853,10564012672.188248,10419861996.525358,444912234.626214,403279689.23434645,176.23227358212912,178.23664344931535
GASS4137,190.6,9.53,0.2545,80.75647177236125,151422191339.60287,4854315906.335433,146567875433.26746,0.9169999999999998,2.9492887812021453,73283937716.63373,13523392105.91311,4.02233908526037,84517614050.93427,15344482417.012905,10.928427742218966,121829311832.44232,39538763662.44856,32997231485.408478,7041666582.590983,1073.665631303751,608.7345801897358
UGC06930,16.61,4.1525,0.1869,0,7364654473.114231,4531800000.0,2832854473.1142306,0.46499999999999986,2.78832530969267,1416427236.5571153,1241590683.2414393,3.9996786960027806,1895512036.0668273,1661048361.192192,5.483148929794819,2389256646.135518,2085358410.7848704,370394160.1598271,327793873.64234644,43.441404264379514,23.2802218106062
GASS26822,161.0,8.05,0.5699,56.998719605919085,102436589942.78989,10620086050.40859,91816503892.3813,0.761000000000001,4.552677041820731,45908251946.19065,9085903924.380434,6.59896948740704,59901527294.51536,12568199831.616472,16.976245343642635,83918986155.00198,27427855977.027122,9068985320.361713,1716107802.7184772,550.8229541802422,280.0161233262701
GASS57017,138.3,6.915000000000001,0.8269,35.025785967489206,29772189308.619392,9465161655.487745,20307027653.13165,0.9379999999999988,1.0047019947531577,10153513826.565825,2378619545.335398,4.4068585814100185,20561179949.798992,7181683302.221042,5.462584245135148,21648254527.512318,8870985362.140009,10119974926.977724,2378619545.335398,4029.8269370642847,531.5378039050933
LSBF730-V1,144.0,36.0,0.3446,73.35688317867205,13005797392.854012,0.0,13005797392.854012,0.6280000000000001,5.411842809203297,6502898696.427006,5768300543.944743,7.124322410314977,7885772864.475426,7109694533.363102,8.969203059017131,9144146827.732422,9259521906.364086,664473567.8560236,687388733.2955956,43.15431351473935,27.1827715082071
GASS42140,195.7,9.785,0.656,50.38304722247263,172659218595.70795,2023615679.0442991,170635602916.66364,0.8719999999999981,5.014113067070028,85317801458.33182,16448865667.920963,5.697049205271179,92918055392.47449,17582937001.083218,20.29501853534375,158930524238.74796,37202768838.18065,23773161812.37314,5510544923.133685,895.3922509273676,742.3790819208206
NGC6789,3.52,0.7040000000000001,0.1618,0,79604642.07439828,23800000.0,55804642.07439829,0.5649999999999995,0.42058299327125814,27902321.037199143,20125362.734963737,0.34778833158401107,21929725.046416152,15963143.740210006,0.607928313578667,41643469.112764224,29191750.36160299,-,-,22.84980974370033,29.002639084506132
UGC05721,6.18,0.618,0.5699,56.998719605919085,148962842.25308156,0.0,148962842.25308156,0.36900000000000155,0.5979874096271067,74481421.12654077,28584908.68098019,0.5740631570223085,70424855.42673765,26940979.57953852,1.3982948872539431,136566271.75276378,52561344.37531944,116177873.18573512,52366597.892473534,44.324922440930415,47.308066693248705
GASS10447,201.7,10.085,0.1235,0,82933894891.0435,1062008605.0408592,81871886286.00264,0.8870000000000005,4.141370771670768,40935943143.00132,10516237110.803196,4.553176556805554,43779819202.33429,10827401604.863625,9.069199486428882,67206515884.5492,15804566099.77044,14342523950.058668,2689149222.817293,354.46401112398354,314.31214033768725
GASS10827,128.9,6.445,0.4213,67.76244283052448,22121151674.882736,685690347.1158239,21435461327.76691,0.8630000000000013,2.2490880445413626,10717730663.883455,1941606688.3047638,2.080444209650932,10140988345.1299,1835245696.0541492,6.059815374835423,19104590395.304455,4415599044.725076,5174328270.975437,1088936825.4918337,339.9478010172127,377.3953554376707
UGC4273,35.44452099155552,3.5444520991555524,0.5435,58.95009719014497,29697522707.02276,0.0,29697522707.02276,0.718,1.7823498979770227,14848761353.51138,5314079561.245989,4.824021415882616,22392722444.624397,8657712172.58832,10.126783450723755,28460369865.54254,10465832494.881523,9578273781.409674,3508595951.0267115,825.7281883423432,177.82578573464295
UGC07559,2.53,0.506,0.4792,63.611974402761014,241997641.57580984,236599999.99999997,5397641.575809878,0.24700000000000166,0.5287715680885494,2698820.7879049396,2219662.754799688,0.545460230866186,2961955.248087056,2158028.374691125,0.4363924260476002,1706522.1100906678,1210632.9105105698,5092865.079447375,3694637.0843847124,2.585886386275761,2.3669386189856056
GASS3524,162.7,8.135,0.5435,58.95009719014497,63048477844.91521,3855920184.6734285,59192557660.241776,0.9480000000000004,0.6598869588425733,29596278830.120888,6653761049.318186,2.986722268890361,57937094677.921364,13995267055.843803,6.982324783958527,61962004123.84142,21341774335.921997,37164529122.86362,7567559676.255703,19006.192921818343,2028.1505848660297
UGC03546,28.7,2.87,0.3905,69.98221804066351,72536866965.21722,0.0,72536866965.21722,0.8549999999999986,2.9052885140464837,36268433482.60861,12819418490.52791,3.357774255863911,42292424386.007904,14958380184.603832,11.109641865753906,68419473550.2515,23972406922.24394,19054624340.626377,7019238286.764465,788.2292803495661,554.5375825496841
UGC9858,38.216718164079424,3.8216718164079424,0.7367,43.643081355041446,17061954486.631664,0.0,17061954486.631664,0.6179999999999986,2.019246564802521,8530977243.315832,3122584371.968773,6.6921022069039875,17496750029.75127,6100280821.60384,6.439225098238457,17372364533.707024,7470104888.024134,4725961767.366237,1745812928.1959927,1274.863721345562,186.84722917363337
GASS11514,183.3,9.165000000000001,0.4788,63.64070722029697,32926308611.300205,1137962722.629739,31788345888.670467,0.8670000000000009,1.5380696640678806,15894172944.335234,3141887435.8478136,1.8888296596468892,18205593552.93145,3709457336.8617764,7.741191281649905,29352713291.31779,8188420717.097621,10865913268.896051,2366510016.7893176,1001.9361009575346,699.2007579107941
UGC01281,5.27,0.527,0.835,34.16627817758161,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GASS14831,190.2,9.51,0.6451,51.24724757181852,149009064560.91153,12477513133.872416,136531551427.03911,0.8280000000000012,2.5483391062848377,68265775713.519554,26225634736.991924,6.688973537548936,108123262662.6081,25428875525.17647,19.084281789690205,130466661427.29335,28248170844.253613,42575259780.21677,11188504129.250692,2275.7695634228357,859.9054684593202
NGC0300,2.08,0.20800000000000002,0.4159,68.15025570288817,408525970.07051826,0.0,408525970.07051826,0.6169999999999991,0.6462357618924424,204262985.03525913,75193704.68260375,0.9219293119327017,273467446.4100777,102486600.9962458,1.5630519054165073,362508030.889054,164630903.24401796,288277432.0357418,108318109.9284255,116.54297656479405,65.43026787148322
GASS18900,194.0,9.700000000000001,0.4555,65.31164556435708,153735981783.83807,1722376279.1373334,152013605504.70074,0.8509999999999991,3.509637756857169,76006802752.35037,13833809692.526844,3.019027889479001,67951594924.47818,12516654462.897398,13.210527063328717,139990735923.67642,29867985292.242596,16183151330.087242,4217246745.4435153,722.5712346305103,891.1615486483521
NGC3741,3.21,0.642,0.1937,0,263229291.34535053,254799999.99999997,8429291.345350573,0.2889999999999997,0.36101882747582026,4214645.672675286,2965276.010257646,0.2890462840571329,3266676.070192237,2318503.370138372,0.4052093592524999,5199451.389686429,3673016.4430603236,-,-,5.95321885774689,7.506008248003092
GASS17684,154.6,7.73,0.2707,79.26973417059476,222928598290.70374,2729782439.6612577,220198815851.04248,0.9239999999999995,4.192315735685422,110099407925.52124,20476700506.253654,5.039759382634871,128685861454.28586,22895483923.982,13.687511919128767,203819254354.0645,39187729934.46048,32812896200.473846,6671199664.262578,1166.4699992013811,908.1689335688201
DDO52,10.3,0.515,0.3005,76.76756757191364,74930986.34354986,0.0,74930986.34354986,0.5030000000000019,1.0565103324566456,37465493.17177493,11184791.84912952,1.5297870305360792,56448248.326104805,17091396.89066183,0.5254521672560001,8135169.735697965,4204172.325215668,34908829.83397203,10582065.336698404,6.952088488102277,4.654367509300775
UGC5253,21.08849991955678,2.1088499919556782,0.2211,84.47931357920253,1751464651.3306296,0.0,1751464651.3306296,1.1900000000000013,-,-,-,-,Me_gmrerr,-,-,-,-,-,-,-,-
ESO3050090,11.0,2.75,0.3911,69.93874632415664,189302509.0919273,0.0,189302509.0919273,0.39899999999999913,1.3815080725188758,94651254.54596363,82900457.55455047,2.225001760545766,148427596.52713385,133505235.99316993,1.5762078842400002,109298779.45720214,99141203.27695677,60718630.85582074,53978131.92529898,11.223312060673335,4.959933720944645
UGC763,12.672901360109238,1.2672901360109239,0.4716,64.15756823407676,2094889447.3332813,0.0,2094889447.3332813,0.42100000000000115,1.5099882847919273,1047444723.6666406,392283662.24834883,2.3373575561661726,1469145296.7385736,543472301.9593483,4.946940967660568,1984151883.2387059,811539675.4698554,662809720.034988,238375612.0546714,91.65230521733756,51.249654990410804
UGC09133,108.31,27.0775,0.4249,67.50411375879101,723221803518.2213,46799199999.99999,676422603518.2213,0.7889999999999997,7.55332571288729,338211301759.11066,295815225358.9596,13.872697287682158,464019828767.56525,406129947216.21185,37.46874372376346,622868337258.4087,540852261674.8709,67502595191.687935,65352934858.758965,947.1426577396701,329.061865731393
GASS3777,169.6,8.48,0.295,77.213181982747,34791932835.3845,5083092766.781424,29708840068.603073,0.7460000000000004,2.18300277206629,14854420034.301538,3277277414.5386076,2.8097588231356188,19815485779.108963,5083962812.292282,6.266299145806448,28238475600.23787,7872009648.419314,6538853256.461573,1344118339.0719275,967.686106843243,601.9265157872567
UGC8490,4.65,0.9300000000000002,0.3876,70.19249973810858,1085651468.1729198,835800000.0,249851468.17291966,0.34399999999999764,0.8416428831135673,124925734.08645983,87631428.80130449,1.0862174722150508,155909700.73785728,110881570.27943201,2.0361034701690257,232629543.72024697,165425787.12180114,145434514.69545773,102587538.01618257,43.03197311355882,29.61877975496928
ESO1870510,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AndIV,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ESO079-G014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IC5152,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HoI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC2841,14.1,0.7050000000000001,0.5861,55.786328951363686,-,13685000000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC2903,8.9,2.225,0.5478,58.634109510729814,-,3572800000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC3031,3.6,0.18000000000000002,0.4436,66.16396570359946,-,2862812160.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC3198,13.8,0.6900000000000001,0.5835,55.98175884661826,-,15216599999.999998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC3521,10.7,2.675,0.3191,75.29909556543171,-,5815600000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC3627,9.3,0.4650000000000001,0.5379,59.36063686770372,-,828712584.0000002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC4826,7.5,0.75,0.4755,63.87767636740649,-,550912500.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC7331,14.7,0.735,0.6503,50.83610472148859,-,15493799999.999998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC0055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC3877,18.0,4.5,0.6651,49.65436390036545,-,2076199999.9999998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC4217,18.0,4.5,0.746,42.8185041258267,-,3586800000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC6015,17.0,4.25,0.5616,57.61526392412623,-,8167599999.999999,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC7793,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC0247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC10470,21.187506961432632,2.1187506961432634,0.3745,71.14633594952862,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC1117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC11300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC11852,80.09669687756542,8.009669687756542,0.4877,63.00086970469376,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC2183,18.613323872660445,1.8613323872660446,0.2925,77.41778083420937,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC9753,12.375880234481677,1.2375880234481678,0.617,53.43590056367302,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC4325,10.1,2.525,0.4194,67.89884844930884,-,1054199999.9999999,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC07151,5.5,1.375,0.7625,41.32501339701888,-,862400000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC12101,15.148077407005575,1.5148077407005576,0.5315,59.828539037921416,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC04278,6.69,0.669,0.844,33.18902692363796,-,1562400000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC08286,8.04,0.8039999999999999,0.8736,29.78056893452952,-,898800000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AM0704-582,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DDO210,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DDO43,7.8,1.56,0.4525,65.52653568874852,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DDO46,6.1,0.305,0.1059,0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DDO70,1.3,0.065,0.567,57.21447696847645,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IC10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IC1613,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ESO059-G001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ESO137-G018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ESO308-G022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ESO381-G020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D564-8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CamB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DDO161,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DDO170,15.4,1.54,0.505,61.75323855539553,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LSBF563-V1,54.0,5.4,0.5388,59.29472984414459,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LSBF563-V2,61.0,15.25,0.2239,84.10363276383956,-,1803549372.370385,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC1560,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC1569,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC3621,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC6822,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC6946,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC1913,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC959,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC11429,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
